country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
costa rica,2007,developing,78.9,93.0,1,4.2,89.0,1,89.0,8.37,89.0,0.1,612.623418,4369469.0,1.9,1.9,0.734,12.8
cabo verde,2001,developing,73.0,152.0,0,3.81,4.0,0,91.0,5.19,9.0,0.8,1268.884564,443716.0,9.4,9.3,0.562,11.0
mexico,2013,developing,76.6,12.0,32,5.23,82.0,37,83.0,6.3,83.0,0.1,1298.86766,122535969.0,1.6,1.5,0.753,12.9
latvia,2013,developed,74.1,161.0,0,10.37,94.0,0,94.0,5.67,94.0,0.1,1532.22924,212647.0,2.2,2.2,0.814,15.4
bulgaria,2013,developed,74.1,14.0,1,12.06,95.0,1,95.0,7.93,95.0,0.1,7674.86559,7265115.0,1.9,1.9,0.781,14.4
brazil,2001,developing,71.0,179.0,103,7.13,91.0,118,99.0,7.19,98.0,0.1,3146.95177,1777567.0,3.4,3.4,0.685,14.3
algeria,2002,developing,71.6,145.0,20,0.36,81.0,23,86.0,3.73,86.0,0.1,1774.33673,3199546.0,6.3,6.2,0.653,11.1
algeria,2001,developing,71.4,145.0,20,0.23,81.0,24,89.0,3.84,89.0,0.1,1732.857979,31592153.0,6.4,6.3,0.644,10.9
kiribati,2012,developing,65.7,24.0,0,0.01,94.0,0,92.0,1.37,94.0,0.1,1763.815497,16613.0,0.1,0.1,0.581,11.9
iraq,2007,developing,65.9,227.0,31,0.14,56.0,38,74.0,3.69,57.0,0.1,3129.224922,2839433.0,5.4,5.1,0.636,10.2
bhutan,2005,developing,65.0,254.0,1,0.73,95.0,1,95.0,5.28,95.0,0.3,1247.61392,656639.0,17.8,18.6,0.5884,9.2
belarus,2002,developing,67.2,262.0,1,12.23,99.0,1,99.0,6.47,99.0,0.1,1479.383142,9865548.0,2.5,2.7,0.687,13.6
kazakhstan,2002,developing,64.7,276.0,8,5.99,95.0,9,95.0,3.61,95.0,0.1,1658.31146,14858948.0,2.6,2.6,0.7,12.7
trinidad and tobago,2011,developing,76.0,176.0,0,6.5,9.0,0,91.0,5.6,9.0,0.4,1953.9767,1334788.0,5.9,6.2,0.774,12.6
swaziland,2001,developing,47.1,568.0,3,6.72,86.0,4,87.0,5.11,84.0,48.8,1437.634951,172927.0,9.0,9.2,0.506,9.3
bosnia and herzegovina,2001,developing,74.9,113.0,0,3.85,36.0,0,92.0,7.16,91.0,0.1,1524.41222,3771284.0,3.2,3.2,0.7206,11.6
brazil,2002,developing,71.4,176.0,95,7.0,92.0,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,3.3,0.692,14.6
uzbekistan,2011,developing,68.5,183.0,19,2.83,99.0,22,99.0,5.65,99.0,0.1,1564.966945,293394.0,3.0,3.1,0.664,12.0
lebanon,2014,developing,74.8,99.0,1,1.32,81.0,1,75.0,6.39,81.0,0.1,8161.4614,563279.0,4.8,4.9,0.763,13.3
philippines,2007,developing,67.5,216.0,62,4.19,87.0,80,87.0,3.94,87.0,0.1,1672.685433,8929349.0,1.0,9.7,0.648,11.4
kiribati,2013,developing,65.8,22.0,0,0.01,95.0,0,91.0,1.15,95.0,0.1,1724.361737,18535.0,0.1,0.1,0.589,11.9
russian federation,2009,developing,68.2,261.0,15,11.21,98.0,18,98.0,7.44,98.0,0.3,8562.89598,142785342.0,2.3,2.5,0.776,14.0
trinidad and tobago,2007,developing,69.7,187.0,0,6.37,89.0,0,9.0,4.82,88.0,0.7,1653.1844,13926.0,6.1,6.5,0.76,12.4
malta,2000,developed,77.5,8.0,0,5.59,89.0,0,94.0,6.83,94.0,0.1,1139.5651,3987.0,0.8,0.7,0.779,13.8
mongolia,2009,developing,66.9,235.0,1,4.61,97.0,2,96.0,5.29,95.0,0.1,1717.898761,2668289.0,2.2,2.3,0.686,13.8
estonia,2003,developing,71.9,199.0,0,11.64,9.0,0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,2.3,0.798,15.6
swaziland,2002,developing,46.4,587.0,3,5.52,88.0,4,87.0,5.16,85.0,49.9,1324.996228,1893.0,8.6,8.8,0.502,9.2
turkmenistan,2002,developing,63.3,229.0,7,2.33,96.0,8,99.0,3.34,98.0,0.1,967.917468,4612.0,3.5,3.5,0.6772,10.2
malta,2001,developed,77.8,79.0,0,5.62,89.0,0,95.0,7.11,95.0,0.1,1121.78636,39328.0,0.7,0.7,0.783,13.7
ghana,2006,developing,59.4,288.0,41,1.7,84.0,62,84.0,4.64,84.0,2.9,922.9351677,22113425.0,7.9,7.9,0.51,8.7
trinidad and tobago,2009,developing,71.0,183.0,0,6.37,9.0,0,9.0,6.47,9.0,0.2,1458.8796,1321618.0,6.0,6.4,0.773,12.5
romania,2008,developed,73.1,159.0,2,11.9,97.0,3,95.0,5.33,96.0,0.1,1136.47356,2537875.0,3.1,3.5,0.78,14.7
morocco,2006,developing,71.0,133.0,22,0.58,95.0,25,97.0,5.23,97.0,0.1,2191.478567,3869346.0,6.4,6.3,0.575,10.0
sri lanka,2007,developing,73.7,146.0,4,2.29,98.0,5,98.0,3.76,98.0,0.1,1644.816372,19668.0,15.4,15.5,0.725,13.2
mongolia,2007,developing,65.9,26.0,2,3.79,98.0,2,99.0,5.6,95.0,0.1,1634.81431,259167.0,2.2,2.4,0.661,13.0
papua new guinea,2006,developing,68.0,299.0,11,0.64,71.0,14,67.0,5.92,72.0,1.5,854.346921,647272.0,1.4,1.4,0.454,8.2
indonesia,2009,developing,67.9,189.0,143,0.08,82.0,174,85.0,2.83,78.0,0.3,2254.44566,23934478.0,1.7,1.6,0.645,11.7
papua new guinea,2003,developing,59.6,321.0,11,0.59,67.0,14,62.0,6.79,68.0,1.4,588.3582595,61724.0,1.5,1.4,0.433,7.2
south africa,2011,developing,58.9,413.0,43,7.38,76.0,58,69.0,8.61,69.0,8.5,849.954224,51729345.36,6.6,8.0,0.638,12.8
argentina,2001,developing,74.0,138.0,12,7.76,66.0,13,85.0,9.38,83.0,0.1,717.694674,3747159.0,1.2,1.1,0.771,15.6
china,2003,developing,73.1,13.0,391,2.96,75.0,467,87.0,4.82,86.0,0.1,1288.642924,12884.0,5.3,4.7,0.61,9.9
cabo verde,2000,developing,69.9,155.0,0,3.49,4.0,0,9.0,4.81,9.0,0.8,1239.377855,43579.0,9.6,9.5,0.6080000000000001,11.3
greece,2000,developing,78.2,84.0,1,8.48,89.0,1,89.0,7.6,89.0,0.1,1242.95373,18588.0,0.9,0.8,0.794,13.9
mongolia,2006,developing,65.0,271.0,2,2.91,98.0,2,98.0,4.68,99.0,0.1,1334.651896,255812.0,2.2,2.4,0.649,12.7
philippines,2006,developing,67.3,219.0,63,4.08,77.0,82,88.0,3.95,88.0,0.1,1391.772325,8789419.0,1.0,9.7,0.646,11.5
sri lanka,2006,developing,73.8,145.0,4,1.96,98.0,5,98.0,4.6,98.0,0.1,1448.7611,1952.0,15.4,15.5,0.718,13.1
uzbekistan,2010,developing,68.3,183.0,20,2.73,99.0,23,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0,3.1,0.657,11.9
panama,2011,developing,77.3,121.0,1,6.9,87.0,1,91.0,7.5,87.0,0.1,927.723171,377782.0,2.0,1.9,0.758,12.9
lithuania,2006,developed,76.0,229.0,0,12.7,95.0,0,94.0,6.2,94.0,0.1,924.642548,326999.0,3.0,3.0,0.807,16.4
uganda,2010,developing,58.4,362.0,79,10.03,8.0,119,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9
ukraine,2002,developing,67.6,256.0,6,4.89,48.0,7,99.0,6.25,99.0,0.9,879.475486,48225.0,2.9,3.0,0.683,13.9
turkey,2007,developing,73.2,124.0,26,1.26,96.0,31,96.0,6.4,96.0,0.1,979.49246,69597281.0,5.0,4.8,0.697,12.3
mauritius,2014,developing,74.2,148.0,0,0.01,97.0,0,98.0,4.81,97.0,0.1,1153.93822,126934.0,7.0,6.9,0.769,14.7
colombia,2010,developing,73.6,15.0,12,4.28,88.0,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8
costa rica,2002,developing,78.3,99.0,1,4.17,94.0,1,94.0,8.23,94.0,0.1,462.14965,46324.0,2.2,2.2,0.712,11.9
mexico,2012,developing,76.3,123.0,33,5.29,99.0,38,99.0,6.21,99.0,0.1,982.532572,1282837.0,1.6,1.5,0.748,12.7
kazakhstan,2000,developing,63.9,292.0,9,6.0,99.0,10,96.0,4.16,97.0,0.1,1229.958,14883626.0,2.7,2.7,0.676,12.1
nepal,2011,developing,68.4,172.0,22,0.27,92.0,27,92.0,6.73,92.0,0.2,692.1166842,27327147.0,16.5,16.9,0.529,12.0
kiribati,2005,developing,64.9,213.0,0,0.6,5.0,0,74.0,1.6,79.0,0.1,1214.556667,92325.0,0.2,0.2,0.582,12.2
papua new guinea,2002,developing,59.3,327.0,11,0.61,6.0,14,54.0,7.69,61.0,1.4,511.665773,5862316.0,1.5,1.5,0.428,6.9
malaysia,2013,developing,74.6,128.0,3,0.53,96.0,4,97.0,4.2,97.0,0.1,1882.27842,2976724.0,7.8,7.6,0.779,12.9
benin,2011,developing,59.1,251.0,25,1.4,75.0,39,77.0,5.37,75.0,1.4,825.9427854,94682.0,7.6,7.5,0.454,9.8
georgia,2006,developing,73.9,126.0,1,6.18,84.0,1,89.0,8.39,88.0,0.1,1872.68416,4136.0,2.7,2.9,0.714,12.6
china,2014,developing,75.8,86.0,171,5.78,99.0,198,99.0,5.55,99.0,0.1,7683.5238,136427.0,3.7,3.0,0.723,13.1
kenya,2011,developing,61.2,278.0,60,1.8,96.0,86,97.0,5.23,96.0,3.4,987.4453967,42486839.0,8.1,7.9,0.53,11.1
bulgaria,2008,developed,72.9,155.0,1,10.98,96.0,1,96.0,6.61,95.0,0.1,7296.122479,7492561.0,2.1,2.1,0.761,13.8
turkey,2009,developing,73.9,118.0,23,1.4,94.0,27,96.0,6.8,96.0,0.1,936.499911,71339185.0,4.9,4.8,0.709,12.5
china,2002,developing,72.7,16.0,422,2.91,7.0,511,86.0,4.79,86.0,0.1,1148.5857,1284.0,5.5,4.9,0.6,9.7
turkmenistan,2001,developing,64.0,221.0,7,2.35,96.0,9,94.0,3.87,95.0,0.1,774.4763388,45648.0,3.6,3.5,0.6772,10.2
georgia,2007,developing,74.4,12.0,1,8.65,94.0,1,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,2.9,0.722,12.5
mexico,2007,developing,76.0,123.0,38,5.35,98.0,45,98.0,5.92,98.0,0.1,933.341687,111836346.0,1.7,1.7,0.731,12.3
philippines,2005,developing,67.0,223.0,65,4.22,49.0,84,9.0,3.91,89.0,0.1,1194.697155,86274237.0,1.0,9.7,0.642,11.6
azerbaijan,2006,developing,69.2,154.0,6,0.85,52.0,7,8.0,6.17,78.0,0.1,2473.85776,848455.0,2.9,2.9,0.682,10.7
albania,2002,developing,73.3,15.0,1,3.73,96.0,1,98.0,6.3,98.0,0.1,1453.642777,3511.0,2.0,2.1,0.67,10.7
lesotho,2009,developing,49.4,566.0,4,2.75,91.0,6,89.0,9.8,91.0,18.2,923.136931,21929.0,7.6,7.4,0.453,10.8
papua new guinea,2008,developing,61.4,29.0,11,0.81,59.0,14,76.0,4.6,63.0,1.3,1178.72469,6787187.0,1.4,1.3,0.469,8.9
turkey,2006,developing,72.8,126.0,28,1.29,82.0,34,9.0,5.81,9.0,0.1,834.869161,6876345.0,5.0,4.8,0.687,11.9
trinidad and tobago,2006,developing,69.6,188.0,0,6.35,89.0,0,89.0,4.49,92.0,0.6,1495.96337,133144.0,6.2,6.6,0.751,12.3
indonesia,2007,developing,67.5,19.0,154,0.06,76.0,188,77.0,3.1,73.0,0.2,1855.93915,232989141.0,1.8,1.7,0.638,11.0
seychelles,2006,developing,72.2,185.0,0,8.12,99.0,0,99.0,3.73,99.0,0.1,1214.39987,846.0,5.9,6.3,0.728,13.1
canada,2014,developing,82.0,65.0,2,8.1,55.0,2,91.0,1.45,91.0,0.1,544.43376,35544564.0,0.5,0.5,0.912,15.9
mali,2008,developing,55.5,278.0,55,0.57,74.0,94,74.0,6.74,74.0,1.6,689.6784228,14138216.0,9.2,9.0,0.36,5.8
mali,2011,developing,56.8,271.0,54,0.61,66.0,90,72.0,6.59,66.0,1.5,835.88998,1554989.0,8.5,8.3,0.404,7.5
malaysia,2012,developing,74.5,129.0,3,0.53,97.0,4,97.0,4.1,97.0,0.1,1779.49641,2917456.0,7.9,7.7,0.776,12.9
estonia,2004,developing,72.3,195.0,0,15.07,9.0,0,95.0,5.13,94.0,0.1,885.465115,136255.0,2.2,2.3,0.805,15.7
cyprus,2001,developed,78.2,69.0,0,10.16,89.0,0,97.0,5.78,97.0,0.1,1562.92433,96282.0,0.9,1.0,0.8,12.4
maldives,2009,developing,76.3,75.0,0,1.59,98.0,0,98.0,9.22,98.0,0.1,597.1659,36.0,14.1,14.2,0.651,11.8
morocco,2004,developing,72.0,142.0,23,0.56,95.0,27,97.0,5.22,97.0,0.1,1948.812275,3179285.0,6.5,6.4,0.561,9.6
mongolia,2005,developing,64.5,274.0,2,2.75,98.0,2,99.0,5.9,99.0,0.1,998.8226671,2526446.0,2.3,2.4,0.637,11.8
kiribati,2014,developing,66.1,2.0,0,0.01,75.0,0,79.0,1.21,75.0,0.1,1684.54274,11458.0,0.1,0.1,0.597,11.9
sri lanka,2005,developing,74.2,138.0,4,1.97,99.0,5,99.0,4.6,99.0,0.1,1259.87591,19373.0,15.4,15.5,0.712,12.9
armenia,2004,developing,73.0,132.0,1,3.81,91.0,1,93.0,5.5,91.0,0.1,1191.96192,3612.0,2.0,2.1,0.668,10.9
ghana,2014,developing,62.1,253.0,37,0.01,98.0,54,93.0,3.56,98.0,0.8,1432.227943,26962563.0,6.4,6.3,0.576,11.7
dominican republic,2013,developing,73.4,157.0,6,5.93,8.0,7,82.0,4.12,83.0,0.3,627.55544,1281296.0,3.3,3.2,0.709,13.2
mali,2012,developing,57.2,27.0,53,0.01,66.0,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,8.1,0.411,7.7
serbia,2008,developing,74.0,132.0,1,9.54,93.0,1,95.0,1.5,95.0,0.1,671.773913,735222.0,2.3,2.4,0.749,13.5
albania,2001,developing,73.6,14.0,1,4.25,96.0,1,97.0,6.0,97.0,0.1,1326.97339,36173.0,2.1,2.1,0.662,10.6
argentina,2005,developing,74.9,127.0,11,7.53,88.0,12,95.0,6.85,98.0,0.1,576.883829,39145488.0,1.1,1.0,0.78,16.3
senegal,2005,developing,65.0,242.0,23,0.33,84.0,40,84.0,5.35,84.0,0.7,773.8698713,11251266.0,11.4,11.3,0.415,6.4
uganda,2011,developing,59.3,347.0,76,10.22,82.0,114,82.0,9.9,82.0,6.8,584.3962137,3593648.0,5.9,5.9,0.477,10.7
china,2012,developing,75.4,89.0,201,5.74,99.0,233,99.0,5.26,99.0,0.1,6337.882993,135695.0,3.9,3.3,0.703,12.4
benin,2010,developing,58.7,254.0,25,1.33,76.0,39,77.0,4.95,76.0,1.4,757.695974,9199259.0,7.8,7.6,0.451,9.5
costa rica,2000,developing,77.6,98.0,1,4.34,89.0,1,8.0,7.12,88.0,0.1,388.363689,3925443.0,2.4,2.3,0.702,11.6
papua new guinea,2001,developing,59.1,331.0,11,0.68,59.0,14,52.0,6.68,55.0,1.3,539.41528,5716152.0,1.5,1.5,0.422,6.6
comoros,2008,developing,61.0,255.0,2,0.12,81.0,2,81.0,5.13,81.0,0.1,795.97519,657229.0,7.2,7.1,0.461,10.2
bhutan,2000,developing,62.0,312.0,1,0.17,98.0,1,98.0,6.91,92.0,0.1,765.8632358,573416.0,19.2,19.9,0.5884,7.3
uganda,2012,developing,60.0,339.0,73,0.01,78.0,109,82.0,7.58,78.0,4.6,647.74741,3636796.0,5.8,5.8,0.477,10.0
uzbekistan,2009,developing,68.0,183.0,21,2.56,98.0,24,99.0,6.31,98.0,0.2,1213.265328,277674.0,3.1,3.1,0.651,11.8
zimbabwe,2012,developing,56.6,429.0,26,6.09,97.0,39,95.0,6.69,95.0,8.8,955.648466,1471826.0,6.5,6.4,0.464,9.8
lesotho,2008,developing,47.8,592.0,5,2.75,88.0,6,86.0,8.85,88.0,27.3,934.428563,199993.0,8.0,7.8,0.447,10.7
albania,2000,developing,72.6,11.0,1,3.66,96.0,1,97.0,6.26,97.0,0.1,1175.788981,38927.0,2.1,2.2,0.656,10.7
belarus,2012,developing,71.9,194.0,0,16.35,97.0,1,98.0,5.1,98.0,0.1,694.243915,9464495.0,2.0,2.1,0.793,15.6
china,2011,developing,75.2,91.0,215,5.63,99.0,251,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8
maldives,2010,developing,76.7,73.0,0,1.83,97.0,0,97.0,7.93,96.0,0.1,633.79498,367.0,14.0,14.1,0.653,11.6
uganda,2013,developing,67.0,325.0,71,0.01,78.0,103,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7,5.7,0.478,10.0
austria,2013,developed,81.1,68.0,0,11.82,95.0,0,95.0,11.14,95.0,0.1,554.71532,8479375.0,1.8,2.0,0.887,15.7
benin,2014,developing,59.7,252.0,25,0.01,78.0,39,74.0,4.59,78.0,1.1,943.686575,1286712.0,7.1,6.9,0.475,10.7
estonia,2001,developing,78.0,225.0,0,0.01,9.0,0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.781,15.0
turkmenistan,2000,developing,63.8,224.0,7,2.9,96.0,9,98.0,3.94,97.0,0.1,643.17518,4516131.0,3.6,3.6,0.6772,10.48666666666667
morocco,2003,developing,69.9,146.0,24,0.58,9.0,28,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,6.4,0.551,9.3
benin,2013,developing,59.5,251.0,25,0.01,77.0,39,73.0,4.59,77.0,1.2,915.2674586,14451.0,7.2,7.1,0.466,10.3
uganda,2009,developing,57.5,378.0,82,9.63,79.0,124,78.0,8.43,79.0,8.1,647.17732,32771895.0,6.1,6.1,0.464,10.8
latvia,2005,developed,76.0,216.0,0,9.92,99.0,0,99.0,6.37,99.0,0.1,7558.7426,2238799.0,2.5,2.5,0.791,15.9
sao tome and principe,2003,developing,63.4,225.0,0,6.54,43.0,0,94.0,11.12,94.0,1.6,649.342153,148372.0,7.4,7.4,0.504,9.7
papua new guinea,2007,developing,61.1,295.0,11,0.71,61.0,14,72.0,4.4,71.0,1.4,956.668952,6627922.0,1.4,1.3,0.461,8.6
mali,2009,developing,56.0,276.0,55,0.59,71.0,93,77.0,6.85,73.0,1.6,697.153124,1466597.0,9.0,8.8,0.385,7.1
nepal,2010,developing,68.0,178.0,23,0.24,82.0,30,83.0,6.43,82.0,0.2,592.1835216,2723137.0,16.7,17.2,0.515,11.1
ecuador,2000,developing,72.8,163.0,9,3.99,36.0,11,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.668,12.4
brazil,2014,developing,74.8,144.0,44,7.32,96.0,49,96.0,8.32,93.0,0.1,1226.61731,24213133.0,2.7,2.7,0.747,15.2
malawi,2012,developing,55.3,42.0,31,0.01,96.0,46,95.0,12.6,96.0,8.3,374.51882,169735.0,6.6,6.5,0.454,10.7
mali,2007,developing,55.0,282.0,56,0.55,74.0,96,76.0,6.97,74.0,1.7,595.6368319,1367566.0,9.4,9.3,0.363,6.4
azerbaijan,2005,developing,68.4,162.0,6,0.73,49.0,7,79.0,7.86,75.0,0.1,1578.4239,839185.0,2.9,3.0,0.675,11.2
fiji,2008,developing,68.7,26.0,0,1.95,99.0,0,99.0,3.68,99.0,0.1,4177.657789,84334.0,4.0,3.7,0.7,14.3
lithuania,2003,developed,71.6,22.0,0,11.29,95.0,0,91.0,6.46,94.0,0.1,555.535669,3415213.0,3.2,3.2,0.78,15.8
nepal,2012,developing,68.9,167.0,20,0.26,9.0,25,9.0,5.89,9.0,0.2,681.7925868,27649925.0,16.3,16.7,0.538,12.3
nepal,2013,developing,69.3,162.0,19,0.27,92.0,24,92.0,5.69,92.0,0.1,688.6172788,2798531.0,16.1,16.5,0.545,12.3
latvia,2004,developed,71.0,26.0,0,8.81,98.0,0,99.0,6.51,99.0,0.1,6351.8125,2263122.0,2.5,2.6,0.776,15.5
afghanistan,2010,developing,58.8,279.0,74,0.01,66.0,102,66.0,9.2,66.0,0.1,553.32894,2883167.0,18.4,18.4,0.448,9.2
madagascar,2013,developing,64.7,23.0,29,0.87,74.0,40,73.0,4.15,74.0,0.4,461.723722,22961146.0,7.3,7.2,0.508,10.3
poland,2005,developed,75.0,144.0,2,9.5,98.0,3,99.0,6.2,99.0,0.1,821.251569,38165445.0,2.3,2.5,0.797,14.8
ecuador,2014,developing,76.0,121.0,6,3.82,83.0,7,84.0,9.16,83.0,0.1,6432.216537,1593112.0,1.2,1.1,0.737,14.0
panama,2002,developing,75.7,125.0,1,5.52,98.0,2,99.0,8.3,99.0,0.2,4126.14671,3149265.0,2.3,2.2,0.725,12.6
madagascar,2011,developing,63.8,241.0,31,0.97,73.0,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2
trinidad and tobago,2003,developing,69.3,191.0,0,5.53,76.0,1,91.0,5.13,91.0,0.5,884.518666,128452.0,6.4,6.9,0.729,12.0
ghana,2005,developing,58.9,296.0,41,1.5,84.0,62,85.0,4.51,84.0,3.1,498.172394,215429.0,8.1,8.1,0.499,8.1
rwanda,2006,developing,57.6,328.0,22,6.88,99.0,34,99.0,1.2,99.0,6.2,342.3656294,92658.0,6.8,6.8,0.404,9.3
comoros,2012,developing,62.5,237.0,2,0.01,89.0,2,85.0,7.11,86.0,0.8,788.632653,723868.0,6.9,6.7,0.484,10.8
afghanistan,2012,developing,59.5,272.0,69,0.01,67.0,93,67.0,8.52,67.0,0.1,669.959,3696958.0,17.9,18.0,0.463,9.8
uzbekistan,2006,developing,67.6,185.0,23,1.96,98.0,27,94.0,5.49,96.0,0.4,654.2838373,2648825.0,3.2,3.2,0.626,11.8
comoros,2006,developing,63.0,262.0,2,0.25,69.0,2,69.0,4.57,69.0,0.1,648.38717,626425.0,7.4,7.3,0.451,9.9
madagascar,2010,developing,63.3,248.0,32,1.03,7.0,45,7.0,4.86,7.0,0.5,412.739341,2115164.0,7.6,7.5,0.503,10.2
lithuania,2004,developed,71.6,24.0,0,12.1,94.0,0,9.0,5.67,94.0,0.1,676.966998,337775.0,3.1,3.1,0.792,16.3
botswana,2006,developing,54.8,491.0,2,6.45,93.0,3,96.0,4.93,96.0,14.4,5374.554867,1884238.0,9.6,9.4,0.61,11.9
panama,2007,developing,76.4,124.0,1,6.16,85.0,2,84.0,6.31,85.0,0.2,668.8667,345387.0,2.1,2.0,0.743,12.9
kazakhstan,2006,developing,65.0,295.0,8,7.08,99.0,9,99.0,3.73,99.0,0.1,5291.57565,153884.0,2.4,2.5,0.747,14.3
benin,2006,developing,56.8,284.0,25,1.19,74.0,39,76.0,4.75,74.0,2.0,625.8392,8216896.0,8.5,8.4,0.434,8.7
bosnia and herzegovina,2013,developing,77.0,9.0,0,4.12,91.0,0,87.0,9.46,89.0,0.1,535.86555,364999.0,2.4,2.4,0.735,14.2
iraq,2006,developing,64.7,249.0,31,0.03,59.0,38,63.0,3.0,59.0,0.1,2351.812429,27697912.0,5.4,5.1,0.631,10.2
seychelles,2009,developing,72.3,182.0,0,4.94,99.0,0,99.0,2.64,99.0,0.1,976.9566,87298.0,5.8,6.2,0.739,13.2
dominican republic,2007,developing,72.9,164.0,6,6.05,81.0,8,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7
malawi,2008,developing,50.0,525.0,36,1.27,91.0,58,92.0,1.7,91.0,16.9,372.842678,14271234.0,7.0,6.9,0.4,9.6
comoros,2014,developing,63.2,23.0,1,0.01,88.0,2,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1
afghanistan,2014,developing,59.9,271.0,64,0.01,62.0,86,58.0,8.18,62.0,0.1,612.696514,327582.0,17.5,17.5,0.476,10.0
mongolia,2004,developing,64.0,284.0,2,1.75,98.0,2,99.0,5.99,99.0,0.1,797.8377432,2496832.0,2.3,2.4,0.621,11.2
afghanistan,2013,developing,59.9,268.0,66,0.01,64.0,89,62.0,8.13,64.0,0.1,631.744976,31731688.0,17.7,17.7,0.47,9.9
uganda,2008,developing,56.3,41.0,84,9.79,71.0,130,69.0,9.1,71.0,8.2,449.6928183,31663896.0,6.2,6.2,0.453,10.6
france,2010,developing,81.3,86.0,3,11.7,65.0,3,99.0,11.2,99.0,0.1,473.34279,6527512.0,0.6,0.6,0.879,16.0
sri lanka,2003,developing,73.9,146.0,5,1.69,32.0,5,98.0,3.95,99.0,0.1,989.4547732,1983.0,15.4,15.5,0.697,12.7
trinidad and tobago,2002,developing,69.2,192.0,0,5.12,5.0,1,96.0,5.0,96.0,2.0,749.626612,1277837.0,6.5,7.0,0.721,11.9
indonesia,2006,developing,67.3,191.0,159,0.06,66.0,194,78.0,2.91,72.0,0.1,1586.254,22983822.0,1.8,1.8,0.632,10.9
thailand,2010,developing,73.9,158.0,10,5.95,98.0,12,99.0,3.81,99.0,0.2,575.32176,672888.0,8.2,8.3,0.711,13.1
tajikistan,2012,developing,68.8,164.0,10,0.01,94.0,12,96.0,6.39,94.0,0.2,954.725253,799562.0,3.6,3.7,0.613,11.1
afghanistan,2015,developing,65.0,263.0,62,0.01,65.0,83,6.0,8.16,65.0,0.1,584.25921,33736494.0,17.2,17.3,0.479,10.1
madagascar,2009,developing,62.8,254.0,33,0.91,77.0,47,76.0,4.7,77.0,0.5,415.6893226,2569121.0,7.7,7.6,0.5,9.7
lesotho,2006,developing,45.3,654.0,5,2.61,91.0,6,88.0,7.12,89.0,34.1,915.775754,1965662.0,8.8,8.7,0.437,10.7
morocco,2001,developing,69.0,155.0,26,0.46,84.0,30,93.0,4.44,96.0,0.1,1336.775376,29181832.0,6.7,6.5,0.53,8.5
benin,2009,developing,58.4,259.0,25,1.16,79.0,39,8.0,4.46,79.0,1.6,793.45243,894476.0,7.9,7.8,0.448,9.3
kiribati,2002,developing,64.6,217.0,0,0.49,79.0,0,96.0,9.1,77.0,0.1,826.58554,87343.0,0.2,0.2,0.582,11.7
georgia,2003,developing,72.7,132.0,1,3.36,48.0,2,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,3.0,0.684,11.8
nepal,2008,developing,67.0,189.0,27,0.21,82.0,35,82.0,6.44,82.0,0.2,473.844449,26475859.0,17.0,17.6,0.492,10.1
mauritius,2001,developing,71.5,177.0,0,4.38,92.0,0,93.0,3.87,92.0,0.1,3792.182152,1196287.0,8.0,8.0,0.673,12.2
lebanon,2002,developing,73.2,17.0,1,1.98,77.0,1,77.0,1.5,77.0,0.1,5436.595223,3522837.0,4.8,4.7,0.7514999999999998,15.2
comoros,2005,developing,60.0,266.0,2,0.24,68.0,2,67.0,4.32,68.0,0.1,621.93372,611627.0,7.5,7.4,0.434,9.7
austria,2006,developed,79.8,81.0,0,12.4,83.0,0,83.0,1.35,83.0,0.1,443.99361,8268641.0,1.7,1.9,0.854,15.0
belize,2007,developing,69.6,181.0,0,7.24,96.0,0,97.0,4.76,96.0,0.6,4324.876427,29847.0,3.5,3.5,0.7,12.8
peru,2010,developing,73.7,14.0,10,4.72,93.0,12,92.0,5.3,93.0,0.2,522.493191,29373646.0,1.1,1.1,0.708,13.3
lebanon,2008,developing,74.5,98.0,1,1.67,81.0,1,75.0,8.7,81.0,0.1,712.775759,411147.0,4.7,4.7,0.74,13.1
